id,ts,mood,videoUri,lat,lng
1,2025-11-26T10:23:35.365Z,3,file:///data/user/0/com.spiketren.exporoutermwe/files/videos/sample_2025-11-26T10-23-21-767Z.mp4,25.0016063,121.5381965
2,2025-11-27T01:24:03.070Z,2,file:///data/user/0/com.spiketren.exporoutermwe/files/videos/sample_2025-11-27T01-23-57-908Z.mp4,25.0480962,121.445439
3,2025-11-27T07:23:09.180Z,3,file:///data/user/0/com.spiketren.exporoutermwe/files/videos/sample_2025-11-27T07-23-00-862Z.mp4,25.0129568,121.5361082
4,2025-11-27T11:31:51.114Z,4,file:///data/user/0/com.spiketren.exporoutermwe/files/videos/sample_2025-11-27T11-31-46-636Z.mp4,25.0209388,121.5275441
